Date,Close
3/2/2015 16:00:00,569.78
3/3/2015 16:00:00,572.07
3/4/2015 16:00:00,571.8
3/5/2015 16:00:00,573.75
3/6/2015 16:00:00,566.13
3/9/2015 16:00:00,567.29
3/10/2015 16:00:00,553.49
3/11/2015 16:00:00,549.67
3/12/2015 16:00:00,553.99
3/13/2015 16:00:00,545.82
3/16/2015 16:00:00,552.99
3/17/2015 16:00:00,549.33
3/18/2015 16:00:00,557.97
3/19/2015 16:00:00,556.46
3/20/2015 16:00:00,558.83
3/23/2015 16:00:00,557.28
3/24/2015 16:00:00,568.63
3/25/2015 16:00:00,557.25
3/26/2015 16:00:00,553.65
3/27/2015 16:00:00,546.84
3/30/2015 16:00:00,550.52
3/31/2015 16:00:00,546.5
4/1/2015 16:00:00,541.07
4/2/2015 16:00:00,534.06
4/6/2015 16:00:00,535.29
4/7/2015 16:00:00,535.55
4/8/2015 16:00:00,540.13
4/9/2015 16:00:00,539.3
4/10/2015 16:00:00,538.53
4/13/2015 16:00:00,537.69
4/14/2015 16:00:00,528.94
4/15/2015 16:00:00,531.07
4/16/2015 16:00:00,532.34
4/17/2015 16:00:00,522.62
4/20/2015 16:00:00,533.91
4/21/2015 16:00:00,532.51
4/22/2015 16:00:00,537.89
4/23/2015 16:00:00,545.5
4/24/2015 16:00:00,563.51
4/27/2015 16:00:00,555.37
4/28/2015 16:00:00,553.68
4/29/2015 16:00:00,549.08
4/30/2015 16:00:00,537.34
5/1/2015 16:00:00,537.9
5/4/2015 16:00:00,540.78
5/5/2015 16:00:00,530.8
5/6/2015 16:00:00,524.22
5/7/2015 16:00:00,530.7
5/8/2015 16:00:00,538.22
5/11/2015 16:00:00,535.7
5/12/2015 16:00:00,529.04
5/13/2015 16:00:00,529.62
5/14/2015 16:00:00,538.4
5/15/2015 16:00:00,533.85
5/18/2015 16:00:00,532.3
5/19/2015 16:00:00,537.36
5/20/2015 16:00:00,539.27
5/21/2015 16:00:00,542.51
5/22/2015 16:00:00,540.11
5/26/2015 16:00:00,532.32
5/27/2015 16:00:00,539.79
5/28/2015 16:00:00,539.78
5/29/2015 16:00:00,532.11
6/1/2015 16:00:00,533.99
6/2/2015 16:00:00,539.18
6/3/2015 16:00:00,540.31
6/4/2015 16:00:00,536.7
6/5/2015 16:00:00,533.33
6/8/2015 16:00:00,526.83
6/9/2015 16:00:00,526.69
6/10/2015 16:00:00,536.69
6/11/2015 16:00:00,534.61
6/12/2015 16:00:00,532.33
6/15/2015 16:00:00,527.2
6/16/2015 16:00:00,528.15
6/17/2015 16:00:00,529.26
6/18/2015 16:00:00,536.73
6/19/2015 16:00:00,536.69
6/22/2015 16:00:00,538.19
6/23/2015 16:00:00,540.48
6/24/2015 16:00:00,537.84
6/25/2015 16:00:00,535.23
6/26/2015 16:00:00,531.69
6/29/2015 16:00:00,521.52
6/30/2015 16:00:00,520.51
7/1/2015 16:00:00,521.84
7/2/2015 16:00:00,523.4
7/6/2015 16:00:00,522.86
7/7/2015 16:00:00,525.02
7/8/2015 16:00:00,516.83
7/9/2015 16:00:00,520.68
7/10/2015 16:00:00,530.13
7/13/2015 16:00:00,546.55
7/14/2015 16:00:00,561.1
7/15/2015 16:00:00,560.22
7/16/2015 16:00:00,579.85
7/17/2015 16:00:00,672.93
7/20/2015 16:00:00,663.02
7/21/2015 16:00:00,662.3
7/22/2015 16:00:00,662.1
7/23/2015 16:00:00,644.28
7/24/2015 16:00:00,623.56
7/27/2015 16:00:00,627.26
